6464	5	6465
10289	9	10290
8429	9	8468
8429	9	8954
8429	9	9686
8429	9	10078
8429	9	9391
8429	9	9406
8147	9	8148
3790	4	944
3790	0	1008
3790	7	1478
944	7	79
944	4	3790
9384	9	9385
7184	5	7185
1757	9	9000
1757	9	9337
1757	0	168
10172	9	10173
4048	1	4049
4061	1	4062
4062	5	7146
9218	9	9219
2206	9	9689
2206	9	9555
2206	0	1266
8297	9	8298
4040	1	4041
8201	9	10499
8201	9	9004
8201	9	8202
8201	9	10278
8201	9	8118
10357	9	10358
8488	9	8489
6546	5	7231
6546	5	6953
6546	5	7039
6546	5	7031
6546	5	7329
6546	5	6912
6546	5	7402
6546	5	7366
6546	5	6822
6546	5	7175
6546	5	7104
6546	5	6996
6755	5	6756
2373	9	10541
2373	9	9446
2373	0	83
5928	9	10035
5928	7	1487
5928	3	5269
8276	9	10189
8276	9	10167
5915	3	5228
5915	4	6012
8728	9	8729
2340	5	6449
8529	9	8530
2013	9	10274
2013	9	8977
2013	0	79
6351	5	6722
6351	5	6352
9220	9	9221
8951	9	10449
8951	9	9430
8951	9	163
6329	5	6330
6329	5	6920
6331	5	6386
6331	5	6332
6407	5	6408
3731	9	8084
3731	0	103
7934	9	7935
6881	5	6882
3154	9	9073
3154	9	8212
3154	0	1413
2378	4	6165
2378	0	283
6165	4	2378
6165	7	332
9984	9	9985
10232	9	10233
3399	3	5397
3399	0	1820
3399	3	5563
2254	9	10606
2254	9	9879
2254	9	8649
2254	9	8846
2254	0	626
8623	9	8624
8431	9	8432
8431	9	10091
1693	9	9282
1693	0	1454
7384	9	7889
6727	5	6728
8612	9	8613
7398	5	7399
3753	4	1086
3753	0	139
1086	4	3753
1086	0	168
10537	9	8113
6994	5	6995
10201	9	9478
9432	9	9433
6525	5	7335
6525	5	6526
10399	9	8629
7392	5	6918
5942	7	658
5942	3	5375
10486	9	10487
3433	9	10524
3433	7	103
3433	9	8934
3433	0	135
340	9	10021
340	0	137
340	7	137
4122	1	4123
2263	0	290
2263	3	5404
2914	1	4221
2914	1	4161
2914	6	7446
2914	0	83
2008	4	3341
2008	0	2009
3341	4	2008
3341	0	26
3341	7	139
10132	9	10133
8996	9	8997
10197	9	10372
10197	9	10198
2454	0	103
2454	3	5288
2454	3	5375
2454	3	5382
9370	9	9371
6383	5	7327
6383	5	6634
6383	5	7139
6222	9	8550
6222	4	2577
8378	9	8379
8378	9	8690
1054	9	10204
1054	9	9501
1054	0	620
6538	5	6539
3393	1	3949
3393	1	3897
3393	6	3816
3393	1	3816
3393	0	542
3393	1	3993
1346	9	10365
1346	9	8160
1346	0	323
1346	9	10255
1346	7	103
6799	7	308
6799	5	6691
6799	6	3886
7499	9	9401
7499	7	253
9278	9	10258
9278	9	9279
6053	9	9262
6053	9	8592
6053	9	8619
6053	7	139
7932	9	7933
7932	9	10335
2942	4	2429
2942	0	103
2429	4	2942
2429	0	2053
7420	5	6520
2819	9	9548
2819	7	139
2819	0	139
1514	4	1629
1514	0	217
1629	0	388
1629	4	1514
8855	9	8411
8330	9	8331
10168	9	10169
4103	1	3848
6418	5	7096
6418	5	7011
6418	5	7010
6418	5	6860
6418	5	7038
6418	5	7395
6418	5	7416
6418	5	6769
6418	5	6969
6418	5	6906
6418	5	6492
6418	5	7353
6418	5	6627
6418	5	7063
6418	5	7230
6418	5	6419
6418	5	6578
6418	5	7021
9042	9	7921
9042	9	9584
9042	9	8474
2197	9	7899
2197	7	139
2197	0	83
9377	9	9378
9377	9	9796
2834	3	5179
2834	3	5610
1207	0	1004
1207	8	7653
1207	8	7659
6785	5	6786
3558	4	536
3558	0	43
536	4	3558
536	0	265
8571	9	8572
8721	9	9019
8721	9	9092
8721	9	8824
1356	3	5502
1356	3	5256
1356	0	1357
1356	3	5198
10100	9	10101
8347	9	8484
8347	9	8348
8347	9	8636
9159	9	9160
8505	9	8506
9868	9	9869
1944	0	1945
1944	7	573
7408	5	7409
8755	9	8756
8353	9	8354
8353	9	8920
2102	7	3
2102	0	1454
2102	6	3843
7086	5	7087
6807	5	7186
6807	5	6808
8040	9	10471
8040	9	8761
8040	9	9144
8040	9	10443
8040	9	8041
522	9	7016
522	0	67
522	7	139
7016	5	7017
260	4	1720
260	0	69
1720	4	260
1720	0	139
4562	2	4494
4562	2	4339
4562	2	4936
10230	9	10231
1988	4	1794
1988	0	301
1794	4	1988
1794	0	301
6692	5	6374
6692	5	7052
5929	9	9010
5929	7	139
5929	9	9876
5929	3	5362
6499	5	6500
6499	5	6730
2764	3	5503
2764	3	5315
2764	0	925
3854	1	3890
3854	1	3855
6493	5	6330
6493	5	6494
6493	5	6981
3150	4	2211
3150	0	559
2211	0	120
2211	4	3150
1575	9	8340
1575	0	1004
1575	7	224
8206	9	9173
8206	9	8207
616	3	5206
616	3	5474
616	0	228
2208	4	3324
2208	0	99
3324	4	2208
3324	0	79
2947	9	9332
2947	9	10162
2947	9	10614
2947	0	125
6596	5	6597
9149	9	9150
3295	9	9063
3295	7	79
3295	9	1290
3295	9	8133
3295	0	83
6757	5	6758
8412	9	8413
7221	5	7222
7981	9	7982
8595	9	8596
6983	5	6555
6983	5	6744
991	9	9127
991	0	43
6413	5	6992
6413	5	6414
10089	9	10090
6148	4	1852
6148	7	9
1852	4	6148
1852	0	9
6584	9	10254
6584	9	9217
7954	9	7955
7080	5	7081
298	9	8679
298	0	299
298	9	10176
298	7	103
8000	9	8001
8000	9	8059
3644	7	1439
3644	0	1028
10355	9	10356
2357	9	8190
2357	9	10075
2357	9	9705
2357	9	8111
2357	9	10366
2357	9	8657
2357	0	667
3516	7	667
3516	0	139
4129	1	4130
1528	4	1027
1528	0	1303
1027	0	1028
1027	4	1528
9147	9	9148
8281	9	8282
8281	9	8813
8281	9	10521
9200	9	9201
1824	9	10488
1824	9	8083
1824	0	305
1824	9	8570
6455	5	6456
909	4	2684
909	0	69
2684	0	555
2684	4	909
6947	5	6948
9093	9	9094
9299	9	9300
9299	9	9729
1486	4	2963
1486	0	1487
2963	0	424
2963	4	1486
2906	0	103
2906	7	79
2906	4	2084
2372	7	555
2372	0	101
6676	5	7207
6676	5	6677
6676	5	7357
1523	9	9676
1523	9	8037
1523	7	57
1523	0	57
1523	9	10080
4132	1	4133
7233	5	7234
8264	9	8265
9425	9	9426
7421	5	7422
7156	5	7246
7156	5	7251
7156	5	6841
4092	1	4093
4092	1	4112
4093	9	9918
9725	9	9726
7061	5	7062
7061	5	7064
2981	3	5206
2981	0	258
6591	5	6338
913	9	10088
913	7	388
913	0	914
913	9	8859
913	9	10461
7632	9	10052
7632	9	9234
7632	7	103
9304	9	9305
1109	9	10478
1109	9	8796
1109	7	139
1109	3	5269
6473	5	6474
5895	9	8750
5895	9	8184
5895	9	8091
5895	9	8851
5895	9	8791
5895	7	55
5895	9	8278
5895	3	5206
3891	1	4231
3891	1	3855
9280	9	9281
6426	5	6427
8425	9	8426
9751	9	9752
9007	9	9008
1888	9	8080
1888	0	463
1888	9	10556
1888	9	9346
1888	9	10616
1888	9	8540
8042	9	8043
8042	9	8664
5279	3	5198
5279	3	5179
5279	3	5336
1310	9	8618
1310	0	103
1310	7	1361
2	0	3
2	3	5188
2	5	7027
353	9	8484
353	9	7995
353	7	183
353	9	8561
353	0	17
4958	2	4959
4958	2	4306
4958	2	5033
4958	2	5054
9711	9	8920
9711	9	9712
3443	9	8747
3443	0	139
3443	9	8136
9153	9	9154
9153	9	9367
3023	9	7991
3023	9	10314
3023	9	9089
3023	0	599
8703	9	8704
10572	9	8275
6483	5	6484
8527	9	10446
8527	9	8528
8798	9	8736
5575	3	5195
5575	3	5179
9719	9	9720
9719	9	10074
9316	9	9317
6638	5	6639
6638	5	7025
9297	9	10534
9297	9	9298
8235	9	8236
1586	0	79
1586	7	103
1412	0	1413
1412	4	3668
7918	9	9764
7918	9	9286
7918	9	9929
7918	9	8113
1643	0	173
1643	4	2785
40	4	6028
40	7	7534
6028	4	40
6028	7	2521
7051	5	7052
234	5	6450
8021	9	9965
8021	9	10373
8021	9	9547
8021	9	9365
8021	9	8022
8021	9	8761
646	9	8324
646	0	424
5995	7	79
5995	4	6109
6012	4	5915
6012	7	139
6181	5	7107
6181	7	1667
238	9	10439
238	9	9880
238	9	8114
238	0	83
8396	9	8397
8396	9	9074
10153	9	8835
10153	9	8405
10064	9	10065
9588	9	9589
3511	1	4032
3511	0	196
3511	1	3852
3511	1	3858
406	7	2086
406	0	407
406	3	5505
406	3	5179
